StartDate,EndDate,Progress,Duration__in_seconds_,RecordedDate,ResponseId,Consent,DS1_1,DS1_2,DS1_3,DS1_4,DS1_5,DS1_6,DS1_7,DS1_8,DS1_9,DS1_10,DS2_1,DS2_2,DS2_3,DS2_4,DS2_5,DS2_6,DS2_7,DS2_8,DS2_9,DS2_10,DS3_1,DS3_2,DS3_3,DS3_4,DS3_5,DS3_6,DS3_7,DS3_8,DS3_9,DS3_10,DS4_1,DS4_2,DS4_3,DS4_4,DS4_5,DS4_6,DS4_7,DS4_8,DS4_9,DS4_10,DS5_1,DS5_2,DS5_3,DS5_4,DS5_5,DS5_6,DS5_7,DS5_8,DS5_9,DS5_10,DS6_1,DS6_2,DS6_3,DS6_4,DS6_5,DS6_6,DS6_7,DS6_8,DS6_9,DS6_10,DS7_1,DS7_2,DS7_3,DS7_4,DS7_5,DS7_6,DS7_7,DS7_8,DS7_9,DS7_10,DS8_1,DS8_2,DS8_3,DS8_4,DS8_5,DS8_6,DS8_7,DS8_8,DS8_9,DS8_10,Gender,Gender_3_TEXT,Age,Nation,Edu,Latinx,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_6_TEXT
3/16/2021 5:33:14,3/16/2021 5:41:03,100,468,3/16/2021 5:41:03,R_3iDVPttI7ZxtWcj,1,6,6,2,2,3,1,5,2,3,2,1,1,2,2,2,2,2,5,1,2,6,5,4,6,2,3,2,2,5,6,5,2,1,1,2,4,2,5,2,1,5,2,2,2,2,2,2,2,3,2,3,1,2,4,1,1,2,2,2,3,2,2,3,4,2,6,6,1,6,2,2,2,3,5,2,2,2,3,2,5,1, ,19,137,13, , , , , , , , 
3/16/2021 5:33:16,3/16/2021 5:43:38,100,622,3/16/2021 5:43:38,R_21ApcirmLyo3v48,1,5,2,2,5,3,2,3,2,2,2,2,4,5,2,2,2,2,2,3,4,3,4,2,2,2,5,2,6,3,3,4,4,2,5,4,3,6,4,3,6,6,2,2,2,2,4,5,2,2,2,5,2,4,2,2,4,4,2,5,5,2,5,2,4,2,2,4,2,5,2,4,5,3,6,2,2,5,5,4,4,1, ,20,138,13, , , , , , , , 
3/16/2021 5:33:18,3/16/2021 5:41:02,100,464,3/16/2021 5:41:02,R_2pXGkY4RgQysLTL,1,6,5,5,3,6,6,6,5,6,6,6,7,6,6,5,6,5,4,6,6,6,5,5,6,6,3,6,6,5,6,3,4,1,5,5,3,6,6,4,6,5,5,6,6,6,5,5,5,3,5,6,6,5,6,4,6,5,6,6,6,7,7,5,6,6,7,4,5,6,7,4,4,6,5,2,5,4,6,5,4,1, ,21,138,16, , , , , , , , 
3/16/2021 5:33:20,3/16/2021 5:41:24,100,483,3/16/2021 5:41:24,R_2OPbYN7NEgFdYth,1,5,5,5,4,6,5,4,3,4,5,3,5,5,3,4,3,4,4,5,5,5,5,4,3,4,4,5,5,3,3,5,6,3,5,3,3,5,4,6,6,4,3,3,5,5,6,3,3,6,5,4,5,4,3,5,4,3,5,3,5,5,5,5,3,5,3,3,6,6,5,5,4,4,5,5,3,3,5,4,3,1, ,21,45,18, , , , , , , , 
3/16/2021 5:33:26,3/16/2021 5:39:46,100,380,3/16/2021 5:39:47,R_2EaiywvcS0g7RHN,1,4,4,4,4,2,4,3,2,4,2,2,2,3,2,2,3,3,2,2,3,4,4,2,6,4,6,6,6,4,3,5,2,2,5,5,3,3,2,3,6,6,4,2,2,2,2,2,2,3,4,4,6,5,4,4,2,4,2,4,5,3,3,4,2,2,5,5,2,5,2,5,5,5,6,2,5,4,3,5,5,2, ,23,84,21, , , , , , , , 
3/16/2021 5:33:24,3/16/2021 5:52:03,100,1118,3/16/2021 5:52:03,R_3sB6ik2g53stDWS,1,2,4,2,6,2,2,2,2,6,2,3,3,5,4,2,2,2,2,5,4,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,4,5,6,3,2,3,4,5,5,4,3,3,5,6,4,2,2,3,5,2,5,4,5,2,2,2,2,2,2,2,6,2,4,6,5,6,2,2,3,6,5,5,1, ,18,137,13, , , , , , , , 
3/16/2021 5:33:40,3/16/2021 5:48:58,100,917,3/16/2021 5:48:58,R_3R4Qvi8LWGOu5Kr,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,4,1,6,6,4,3,3,2,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,1,7,4,4,6,2,1,1,1,1,1,1,4,1,7,1,4,4,4,4,4,4,4,4,4,4,1, ,25,76,16, , , , , , , , 
3/16/2021 5:33:34,3/16/2021 6:00:56,100,1642,3/16/2021 6:00:56,R_2zqMadDdTaSqZPz,1,1,1,5,4,1,1,3,1,7,1,1,4,5,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,3,1,2,1,2,6,6,6,5,1,5,2,4,1,1,2,3,1,1,2,2,2,5,4,4,2,5,6,2,6,6,6,4,5,4,2,1,4,1,6,4,5,5,2,5,1,5,1,5,6,6,2, ,26,137,21, , , , , , , , 
3/16/2021 5:33:33,3/16/2021 5:49:16,100,943,3/16/2021 5:49:17,R_3Jrz84PxuGjHFEK,1,3,4,4,5,3,3,3,3,4,3,2,4,3,2,2,2,2,2,4,3,5,4,3,3,3,6,3,6,2,6,5,3,3,3,5,4,3,3,4,5,5,2,1,2,3,4,3,3,3,2,3,5,6,6,4,4,5,2,5,5,4,5,3,4,3,5,5,3,3,2,4,4,5,6,3,3,4,3,5,5,1, ,23,163,19, , , , , , , , 
3/16/2021 5:33:37,3/16/2021 5:40:57,100,440,3/16/2021 5:40:58,R_12Fs2tCQn5f9mmy,1,3,3,5,2,4,3,2,4,5,3,2,2,5,4,1,1,3,5,5,1,3,3,2,1,5,5,1,1,3,3,3,2,3,3,7,5,4,6,3,2,3,1,1,3,3,5,2,1,4,3,6,6,6,2,1,2,6,2,4,3,3,3,3,3,6,2,2,4,5,2,2,2,1,2,1,2,5,5,7,3,1, ,22,138,16, , , , , , , , 
3/16/2021 5:33:37,3/16/2021 5:50:15,100,997,3/16/2021 5:50:16,R_z7FIImuxS9JOiBj,1,1,1,3,6,3,1,5,2,6,1,1,1,2,2,1,3,1,4,2,3,3,2,1,3,3,4,2,5,3,4,5,2,1,4,4,3,5,3,3,5,5,3,1,1,3,4,1,1,1,3,3,3,2,3,2,3,5,1,3,5,2,5,2,3,1,3,7,3,5,1,5,5,5,7,1,3,3,4,3,3,1, ,20,163,18, , , , , , , , 
3/16/2021 5:33:50,3/16/2021 5:42:20,100,510,3/16/2021 5:42:21,R_31cnxyG170Pfucc,1,2,2,3,5,2,1,4,1,5,3,1,2,2,1,1,1,2,1,1,2,1,2,1,1,3,4,1,1,1,4,3,3,2,2,5,3,5,5,3,5,6,2,1,2,3,4,2,1,2,2,2,4,3,2,2,5,7,4,2,3,3,4,2,3,2,3,5,3,6,1,5,5,2,4,1,3,2,2,5,4,1, ,39,158,15, , , , , , , , 
3/16/2021 5:33:57,3/16/2021 5:49:18,100,920,3/16/2021 5:49:18,R_2D1v1yF7nYnwN6C,1,2,2,2,2,2,2,6,2,6,2,2,5,5,2,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,5,2,5,6,6,6,5,6,6,3,4,2,3,2,3,2,2,2,2,2,2,5,2,2,2,2,2,5,2,6,3,3,5,5,3,5,2,4,5,6,2,2,6,2,2,2,4,6,2,1, ,22,137,16, , , , , , , , 
3/16/2021 5:34:05,3/16/2021 5:42:29,100,503,3/16/2021 5:42:29,R_RxmaQ1hUutH7lbr,1,2,3,3,5,5,3,2,5,3,3,4,6,4,6,5,6,3,6,4,6,4,5,2,4,2,2,7,7,2,6,6,3,5,3,2,2,3,6,2,4,3,5,4,5,4,3,2,3,4,5,5,2,6,2,1,5,1,1,5,5,4,5,2,5,2,5,4,2,3,2,2,5,6,7,2,2,7,5,5,2,1, ,18,137,12, , , , , , , , 
3/16/2021 5:33:56,3/16/2021 5:40:31,100,395,3/16/2021 5:40:32,R_3ess7I2w2sUt99E,1,3,4,5,4,3,2,3,2,4,4,1,3,5,2,2,2,2,1,2,5,2,3,3,2,2,3,2,2,4,4,3,5,2,4,4,4,5,5,4,4,3,2,1,2,2,4,2,2,1,1,6,5,5,4,2,5,6,2,4,5,5,5,5,4,4,2,5,4,4,3,4,6,4,5,2,2,2,2,4,4,2, ,46,185,13, , , , , , , , 
3/16/2021 5:33:58,3/16/2021 5:47:05,100,786,3/16/2021 5:47:05,R_1HqtL12zfdyOlsx,1,1,1,2,6,1,2,6,1,6,1,1,4,2,2,2,2,1,2,2,3,2,1,5,2,4,1,2,5,2,6,3,7,1,5,6,3,1,3,6,5,5,4,1,3,2,6,5,2,1,2,4,6,5,6,3,3,6,6,4,4,6,7,5,6,4,4,5,3,7,1,5,6,2,2,3,6,2,6,7,5,1, ,24,137,14, , , , , , , , 
3/16/2021 5:34:06,3/16/2021 5:42:13,100,487,3/16/2021 5:42:14,R_1FxE5hpFEKDjarH,1,2,2,2,5,6,3,6,2,5,2,1,3,1,1,3,1,1,3,1,2,6,5,5,2,2,7,6,7,6,3,5,1,1,2,5,3,2,5,1,6,3,5,2,2,6,2,2,1,1,2,5,3,5,2,3,2,5,2,7,7,6,6,5,6,2,5,5,1,6,1,5,6,6,6,1,2,5,6,4,4,2, ,22,76,19, , , , , , , , 
3/16/2021 5:34:05,3/16/2021 5:56:16,100,1330,3/16/2021 5:56:17,R_9H6txspYlAiq89j,1,1,2,2,1,2,1,1,2,6,1,4,5,5,2,3,2,2,6,2,4,4,6,2,2,5,7,3,7,6,6,5,5,1,2,3,4,6,2,5,2,4,4,5,2,4,5,5,2,6,2,5,3,4,4,4,1,5,4,3,2,2,6,2,2,4,5,5,2,5,5,5,6,3,4,2,4,4,2,7,2,1, ,49,138,18, , , , , , , , 
3/16/2021 5:34:03,3/16/2021 5:53:58,100,1194,3/16/2021 5:53:58,R_1gFKb0EKEaVPfy3,1,1,4,4,6,2,1,3,2,4,3,1,2,1,1,1,2,1,2,1,1,2,3,1,1,1,2,1,5,1,2,3,1,1,3,4,3,3,3,1,6,6,2,1,2,1,4,1,1,4,2,4,6,5,1,3,4,5,2,3,6,5,2,4,1,4,5,5,1,1,2,4,3,2,3,2,4,1,4,2,5,1, ,18,138,14, , , , , , , , 
3/16/2021 5:34:15,3/16/2021 5:45:20,100,665,3/16/2021 5:45:21,R_2fxsU0Irnid2jjh,1,5,5,5,4,5,3,2,4,4,5,2,3,3,3,5,3,3,3,1,5,3,4,3,3,4,6,2,7,6,5,6,5,4,5,4,5,6,5,5,6,3,2,1,2,2,4,2,2,2,3,3,3,6,4,2,3,4,1,3,5,5,5,4,2,5,2,3,6,4,2,3,5,5,7,2,3,6,5,5,6,2, ,20,137,13, , , , , , , , 
3/16/2021 5:34:12,3/16/2021 5:38:47,100,274,3/16/2021 5:38:47,R_2PbZLD1P9BI4kW6,1,6,6,6,5,5,5,5,6,6,6,5,5,4,4,5,5,5,5,5,4,4,5,6,5,5,5,4,6,6,5,5,7,7,6,2,6,6,1,5,6,3,6,5,6,5,4,5,5,5,5,7,2,3,4,5,6,3,4,6,5,3,6,5,5,6,3,1,4,6,5,5,4,5,5,5,4,3,4,5,4,2, ,18,137,13, , , , , , , , 
3/16/2021 5:34:36,3/16/2021 6:06:38,100,1921,3/16/2021 6:06:38,R_2463PlvucZOzxCI,1,2,3,3,5,2,5,4,3,3,3,1,4,5,1,2,1,1,1,1,1,2,5,2,3,3,5,2,6,2,2,3,5,1,6,5,5,6,2,5,2,5,2,2,4,3,6,4,1,3,4,3,3,6,5,4,4,5,2,6,6,3,5,5,1,2,2,5,4,3,2,4,4,1,6,1,2,1,6,4,1,3,nonbinary,21,137,17, , , , , , , , 
3/16/2021 5:34:19,3/16/2021 5:46:48,100,748,3/16/2021 5:46:48,R_1LmfOAxDkxjPj0J,1,3,3,3,3,3,2,3,3,6,3,2,4,3,2,2,2,2,3,2,3,3,3,2,2,3,5,2,4,4,3,2,3,2,3,4,5,5,4,3,5,3,2,2,2,2,3,2,2,2,2,3,3,5,3,3,5,4,2,2,4,5,4,4,4,4,2,3,3,5,3,4,5,5,7,2,3,2,4,4,4,1, ,24,137,12, , , , , , , , 
3/16/2021 5:34:27,3/16/2021 5:43:58,100,570,3/16/2021 5:43:58,R_3MlhWHp4yISZeyK,1,4,3,6,4,3,2,3,4,6,5,4,5,5,4,5,3,2,3,2,6,5,3,4,3,5,3,2,7,2,2,3,4,1,3,5,6,6,6,5,2,3,2,2,3,3,5,4,2,5,5,4,5,1,5,2,5,4,1,2,2,4,3,3,6,5,6,4,5,5,5,4,5,2,7,2,4,5,2,5,2,2, ,24,137,19, , , , , , , , 
3/16/2021 5:34:18,3/16/2021 5:53:38,100,1159,3/16/2021 5:53:38,R_DMpsMNpuA4bhWoh,1,2,3,5,3,3,1,1,1,6,2,1,2,3,1,1,1,1,1,1,3,1,1,3,1,2,1,1,3,2,6,2,2,1,4,1,4,5,6,1,3,3,2,1,3,3,2,2,1,1,1,1,4,2,7,1,5,7,1,1,1,1,1,1,2,1,1,2,1,1,1,4,1,2,1,1,1,1,1,1,2,1, ,25,138,16, , , , , , , , 
3/16/2021 5:34:20,3/16/2021 5:43:27,100,546,3/16/2021 5:43:27,R_2rZT9UI8voM4E4R,1,5,4,5,5,3,2,2,5,3,5,3,6,3,3,5,2,2,5,4,2,5,6,3,5,4,6,2,6,5,2,2,4,5,6,3,5,5,5,5,3,5,2,3,5,3,2,2,5,2,3,6,2,6,6,3,2,3,2,6,6,5,6,7,6,6,2,7,3,2,4,4,5,5,6,3,2,5,6,6,6,2, ,24,138,20, , , , , , , , 
3/16/2021 5:34:29,3/16/2021 5:44:14,100,584,3/16/2021 5:44:14,R_3DvYQFlubC8uKkr,1,5,4,4,3,5,3,5,5,3,5,5,5,6,3,6,6,5,5,4,5,5,4,6,6,5,6,3,7,6,6,5,4,3,5,3,3,3,3,5,5,3,6,2,5,5,2,6,5,3,6,6,2,7,4,3,3,2,1,6,6,5,7,5,6,3,3,4,5,1,3,3,5,6,7,3,3,5,5,6,6,2, ,25,84,21, , , , , , , , 
3/16/2021 5:34:38,3/16/2021 5:47:16,100,758,3/16/2021 5:47:16,R_2yeA2miJTlSv732,1,5,6,6,4,6,2,2,6,6,4,4,5,5,4,6,5,5,2,4,4,2,2,3,2,2,7,1,7,2,6,2,2,2,6,6,7,2,6,4,6,1,2,2,2,2,1,2,2,6,1,4,3,6,3,2,4,2,1,3,4,3,6,2,6,5,2,5,2,6,4,5,5,6,7,2,4,4,5,4,5,1, ,20,137,14, , , , , , , , 
3/16/2021 5:34:42,3/16/2021 5:44:09,100,567,3/16/2021 5:44:10,R_24Bk4zmuaeEQzBG,1,2,5,3,5,5,1,1,2,3,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,5,5,1,7,1,6,3,5,1,6,6,6,3,6,1,5,6,3,1,1,2,6,1,2,1,1,5,5,6,3,1,6,5,1,2,2,3,3,3,2,6,5,4,2,7,2,4,6,1,6,1,3,2,2,7,3,1, ,25,101,19, , , , , , , , 
3/16/2021 5:34:40,3/16/2021 5:51:08,100,987,3/16/2021 5:51:08,R_1Kr8es9kUNTqIA1,1,1,1,2,4,1,1,3,1,3,1,1,4,3,1,1,1,1,3,4,6,3,1,2,1,1,5,1,5,2,2,3,2,1,1,4,4,5,4,1,5,2,2,1,5,5,4,2,1,1,2,4,3,3,1,3,5,3,1,1,4,2,4,2,2,2,2,5,2,5,1,5,5,2,5,1,2,3,3,4,2,2, ,27,163,20, , , , , , , , 
3/16/2021 5:34:54,3/16/2021 5:45:57,100,663,3/16/2021 5:45:58,R_273CtUxaUq3NVFq,1,2,4,2,5,5,2,5,6,3,2,1,7,5,1,1,1,1,1,1,1,2,2,2,2,2,3,1,6,5,4,2,5,1,5,5,6,6,6,2,5,3,1,1,5,6,5,5,1,1,2,4,2,5,4,2,4,4,1,2,3,1,7,2,2,3,2,5,3,5,2,6,2,2,6,2,2,5,6,6,4,1, ,25,76,17, , , , , , , , 
3/16/2021 5:35:05,3/16/2021 5:51:50,100,1005,3/16/2021 5:51:51,R_ac4Z5bSzD2jCJYR,1,3,5,5,6,3,2,2,1,6,2,2,2,3,2,2,2,2,2,2,5,2,2,2,2,2,5,1,3,2,2,2,3,2,4,6,5,6,5,2,5,6,2,2,2,1,6,2,4,3,2,3,5,6,3,2,5,5,2,6,6,3,5,2,5,3,2,6,2,5,2,7,3,4,5,2,3,2,5,6,6,1, ,21,163,16, , , , , , , , 
3/16/2021 5:34:49,3/16/2021 5:47:34,100,765,3/16/2021 5:47:35,R_3p3kLXPwElxyuYB,1,5,6,5,4,5,4,1,2,4,2,1,5,5,1,4,4,3,1,4,1,1,3,4,3,3,7,1,7,1,4,7,4,4,6,5,7,7,7,4,7,2,5,2,6,4,6,4,2,2,4,4,4,6,7,1,3,3,1,7,5,7,7,5,5,4,1,6,4,2,3,6,5,5,7,1,3,6,7,7,4,2, ,20,84,15, , , , , , , , 
3/16/2021 5:34:53,3/16/2021 5:38:35,100,221,3/16/2021 5:38:35,R_2Cyq2cSyHKuLkL0,1,4,5,5,5,5,6,5,4,5,5,4,5,5,5,5,4,5,4,5,5,5,5,4,5,3,4,4,4,5,6,5,6,6,5,4,5,5,5,5,4,5,4,5,3,4,5,5,5,5,4,4,5,5,3,5,4,4,5,4,5,5,5,5,6,5,5,6,4,5,4,4,5,5,4,4,5,5,4,5,5,1, ,26,84,16, , , , , , , , 
3/16/2021 5:34:53,3/16/2021 5:49:41,100,888,3/16/2021 5:49:41,R_2c6OdVNwkBlNXnG,1,3,4,3,3,5,2,5,3,4,5,1,4,4,1,3,2,2,3,2,5,2,4,5,3,2,2,2,5,5,5,2,5,1,5,3,2,5,4,5,5,5,4,3,3,4,3,2,2,3,5,5,4,3,5,3,3,5,3,5,5,5,5,5,5,5,3,6,5,3,3,5,4,1,5,2,3,3,5,6,5,1, ,23,67,18, , , , , , , , 
3/16/2021 5:34:56,3/16/2021 5:45:57,100,661,3/16/2021 5:45:58,R_1OHSze4eNwSSEKk,1,3,5,3,6,2,2,6,6,3,5,2,1,2,2,2,1,1,1,3,1,2,6,5,5,5,4,4,5,2,6,1,6,2,3,6,1,5,3,2,6,6,5,3,5,3,3,3,3,4,6,5,6,6,5,6,2,6,3,3,3,6,6,6,5,4,6,4,6,5,5,6,6,3,6,2,6,2,3,7,7,1, ,25,67,13, , , , , , , , 
3/16/2021 5:35:02,3/16/2021 5:43:56,100,534,3/16/2021 5:43:56,R_2uqBtuzrAmJLrkF,1,6,5,6,3,7,1,1,3,3,5,2,5,5,2,3,5,3,6,3,6,3,5,2,3,5,7,7,7,7,3,6,7,2,5,2,4,5,2,5,4,2,2,5,5,5,1,7,6,5,7,5,7,2,5,4,3,5,1,7,6,7,7,5,5,5,1,7,3,1,5,2,5,5,7,1,3,4,7,7,6,2, ,22,137,12, , , , , , , , 
3/16/2021 5:35:00,3/16/2021 5:43:14,100,494,3/16/2021 5:43:14,R_wYkx6vcYD4N2Wu5,1,5,5,3,6,2,5,2,5,3,5,3,1,1,1,1,1,2,2,1,1,1,3,7,2,7,6,5,1,5,5,2,2,1,5,5,3,6,2,2,6,5,1,2,5,2,3,2,3,3,2,5,2,2,6,2,5,7,5,1,5,6,7,2,6,6,6,5,3,2,2,6,6,1,6,2,2,5,5,7,5,1, ,26,138,18, , , , , , , , 
3/16/2021 5:34:56,3/16/2021 5:45:24,100,627,3/16/2021 5:45:24,R_1ifzg1QPCvisSfM,1,1,1,2,7,3,1,1,1,7,2,1,1,1,1,1,1,1,1,1,5,1,2,2,1,3,5,1,5,1,1,2,3,1,3,2,5,6,5,1,3,6,1,1,1,1,3,2,1,1,2,2,1,5,5,2,4,5,1,5,6,6,5,3,1,1,1,4,2,7,2,5,5,4,7,1,2,2,6,4,6,1, ,19,138,15, , , , , , , , 
3/16/2021 5:35:18,3/16/2021 5:42:13,100,415,3/16/2021 5:42:13,R_1CBmoguUJ5oECPe,1,5,6,2,3,5,1,2,5,2,5,2,1,7,2,6,5,4,2,2,3,2,6,7,2,6,7,5,5,2,4,5,7,2,5,2,2,3,1,5,2,5,1,6,7,6,1,6,3,4,6,7,2,4,5,3,2,2,2,7,7,7,7,7,5,6,2,3,4,4,4,2,2,1,7,7,2,3,7,7,7,2, ,30,185,18, , , , , , , , 
3/16/2021 5:35:06,3/16/2021 5:43:59,100,532,3/16/2021 5:43:59,R_5aulk8827dWXVHX,1,4,2,5,5,2,4,1,2,5,4,2,4,4,2,2,2,2,5,2,4,3,2,1,2,1,5,1,6,5,2,5,4,2,4,5,5,6,5,2,4,5,2,5,5,5,6,3,2,2,2,4,4,5,5,2,5,4,1,5,5,4,5,4,5,2,5,4,3,5,2,4,6,3,7,2,2,7,3,4,6,2, ,22,84,19, , , , , , , , 
3/16/2021 5:37:09,3/16/2021 5:44:48,100,458,3/16/2021 5:44:48,R_1CydSRBFyJfXI2j,1,1,4,6,6,1,1,4,1,7,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,4,1,1,7,7,5,7,1,7,1,1,1,1,1,4,1,1,1,1,1,7,1,2,1,7,7,1,5,5,5,5,1,1,1,1,7,1,7,1,7,5,1,5,1,1,1,4,4,1,2, ,27,185,16, , , , , , , , 
3/16/2021 5:35:24,3/16/2021 5:43:21,100,477,3/16/2021 5:43:22,R_3qTIaZtlKU061qz,1,6,6,6,6,6,6,5,6,3,6,6,5,6,6,6,6,6,5,6,1,6,6,1,6,6,6,1,6,6,6,6,6,6,6,6,3,2,6,6,6,6,1,5,1,2,6,5,5,6,6,6,3,6,6,1,2,6,1,6,6,6,6,6,5,6,6,1,6,6,6,1,3,5,6,5,5,5,5,5,4,1, ,26,187,19,2,1, , , , , , 
3/16/2021 5:35:42,3/16/2021 5:56:06,100,1223,3/16/2021 5:56:06,R_3fCbBQJg9Douinv,1,1,1,3,7,1,1,4,2,6,2,1,4,2,1,1,1,1,1,1,1,1,2,2,3,2,2,1,3,4,3,4,2,1,5,6,3,5,2,2,5,6,2,1,1,1,4,2,1,1,5,5,5,6,1,2,2,5,3,6,7,6,5,3,5,2,5,6,3,3,2,4,5,1,5,1,3,2,4,4,6,1, ,21,48,18, , , , , , , , 
3/16/2021 5:35:18,3/16/2021 5:46:20,100,662,3/16/2021 5:46:21,R_2dBa3hxfddbwNoO,1,2,1,2,6,1,1,5,1,7,1,1,2,2,1,1,1,1,1,2,2,1,2,4,2,1,6,2,4,1,1,5,1,1,1,7,2,5,5,1,7,6,1,2,5,4,1,1,1,1,2,2,6,6,1,4,6,6,2,5,7,4,6,5,5,2,5,7,1,6,1,7,5,2,6,1,4,6,5,3,3,2, ,43,138,20, , , , , , , , 
3/16/2021 5:35:41,3/16/2021 5:47:03,100,681,3/16/2021 5:47:03,R_xfMHgLuX9l5uV4l,1,6,5,5,4,5,3,3,6,3,6,5,5,7,6,7,5,5,5,5,2,4,4,3,6,5,6,3,7,6,6,4,5,5,6,5,3,7,6,5,3,3,4,2,5,4,5,3,5,6,5,7,3,6,5,2,2,4,1,5,5,6,6,6,4,6,1,3,5,2,5,3,5,5,7,3,2,2,5,6,5,1, ,21,138,15, , , , , , , , 
3/16/2021 5:45:18,3/16/2021 6:03:54,100,1115,3/16/2021 6:03:55,R_1N9BtWnY4lIMgYl,1,2,2,5,6,2,1,1,6,5,5,1,1,5,2,1,1,1,1,1,7,1,1,1,1,1,5,1,5,1,7,1,6,1,6,5,6,6,5,5,7,6,5,1,1,1,6,1,1,5,3,3,1,5,7,2,6,5,1,1,1,3,6,1,5,5,5,4,5,7,5,6,7,3,7,1,1,1,6,7,7,1, ,19,61,11, , , , , , , , 
3/16/2021 5:35:32,3/16/2021 5:44:33,100,541,3/16/2021 5:44:33,R_1Kdyr2VQK7toYzF,1,2,2,2,5,2,2,5,2,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,2,5,2,4,2,3,3,5,2,2,2,2,5,4,2,4,5,5,2,3,2,6,2,2,2,2,2,5,5,2,2,4,5,4,3,3,4,3,2,5,2,5,5,2,5,2,4,5,2,5,2,2,2,2,4,4,1, ,27,161,13, , , , , , , , 
3/16/2021 5:35:32,3/16/2021 5:41:30,100,357,3/16/2021 5:41:30,R_SC8WyQrA3JlB98l,1,6,3,3,6,3,1,1,3,5,2,2,2,2,2,5,2,2,2,2,2,2,4,2,5,3,2,2,7,6,3,5,5,1,2,2,6,5,5,2,5,5,3,3,5,5,3,3,2,4,2,5,3,6,5,1,3,6,1,5,6,6,6,6,3,6,6,6,6,6,3,5,6,4,7,6,2,3,5,4,5,2, ,20,185,15, , , , , , , , 
3/16/2021 5:35:32,3/16/2021 5:45:35,100,602,3/16/2021 5:45:35,R_22tbBC13vyTvc66,1,2,2,5,2,2,1,2,2,5,2,2,2,5,2,2,2,1,1,2,2,5,3,1,3,2,6,2,6,3,2,3,3,2,3,5,3,6,5,3,5,3,2,1,3,2,4,1,2,2,1,2,5,6,3,2,3,3,1,6,6,5,6,3,4,3,1,3,3,5,3,6,5,5,7,1,3,5,2,5,5,2, ,23,138,17, , , , , , , , 
3/16/2021 5:35:32,3/16/2021 5:44:59,100,566,3/16/2021 5:44:59,R_2E6jG2LKSDAtCst,1,7,5,5,3,6,2,3,2,1,3,3,6,3,2,6,5,6,2,4,6,5,3,3,2,2,2,5,7,6,5,3,5,5,4,5,6,4,2,5,2,2,2,2,5,7,2,6,6,6,6,3,5,6,6,7,2,7,3,3,3,5,2,5,5,3,2,3,7,2,5,2,2,1,7,2,3,7,6,7,5,1, ,20,137,13, , , , , , , , 
3/16/2021 5:35:38,3/16/2021 5:52:57,100,1039,3/16/2021 5:52:57,R_PIgvkNYgc09kelP,1,2,1,5,6,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,6,1,6,3,1,1,1,1,1,1,1,4,1,1,4,1,1,7,7,4,1,1,6,1,1,1,1,1,1,1,1,1,4,1,3,1,1,6,1,3,1,1,1,1,1,1,1, ,19,137,12, , , , , , , , 
3/16/2021 5:36:21,3/16/2021 5:53:04,100,1003,3/16/2021 5:53:04,R_1jPrERaYkJLTBzW,1,2,3,3,1,4,1,1,1,7,1,2,5,7,2,2,1,1,5,2,1,3,1,6,1,1,2,1,7,1,7,5,1,1,1,7,4,4,5,1,3,5,1,1,4,1,7,1,2,2,2,1,1,1,2,2,6,1,1,3,1,6,3,5,5,4,1,7,1,7,6,7,4,4,7,2,5,6,5,7,3,1, ,18,137,13, , , , , , , , 
3/16/2021 5:35:42,3/16/2021 5:39:22,100,220,3/16/2021 5:39:23,R_3dY2z9dAhOz9I8e,1,6,6,6,7,6,2,6,7,6,6,7,6,7,7,5,7,6,7,7,7,7,7,7,7,6,7,7,7,2,7,5,4,3,7,4,2,5,7,6,6,7,5,4,7,5,7,7,5,7,7,6,7,5,5,7,7,7,6,7,5,7,6,6,6,7,7,7,6,7,5,4,6,6,5,7,5,6,6,7,7,1, ,19,137,17, , , , , , , , 
3/16/2021 5:35:53,3/16/2021 5:41:14,100,320,3/16/2021 5:41:14,R_ah4EVELiUFa2Hm1,1,4,5,4,3,4,1,5,2,4,5,1,6,1,2,5,2,2,2,4,5,5,4,2,4,2,7,2,6,5,6,4,4,1,6,3,5,7,2,3,2,5,1,1,3,3,4,2,2,2,1,5,4,7,4,2,5,5,2,5,6,5,6,6,3,5,1,5,4,6,1,5,5,4,6,2,2,2,5,4,5,2, ,35,185,16, , , , , , , , 
